id_dok;Prayer and Divine Help;The Danish Church and National Identity;Christmas and Incarnation;The Mercy and Judgment of God;Serving God in Life and Ministry ;Divine Will and Worldly Challenges;Personal Encounters with Christ;Wealth, Poverty, and Spiritual Riches;Sin, Forgiveness, and Salvation;The Holy Spirit and Divine Inspiration;The people of Israel;Jesus and the sinners;Discipleship and Following Jesus;The love and sacrifice of Christ;Death, Resurrection, and Eternal Life;Forgiveness;Life and Daily Sustenance;The law and moral Obligation;Light/Darkness, and Spiritual Fruitfulness;Power and freedom;Human Interaction and  Evangelism;The Name of Jesus;The Word and Peace of God in Turmoil;Jesus and his earthly ministry;The word of God and its reception;Wealth, Poverty, and Spiritual Riches2;Truth, Lies, and Spiritual Warfare;Narratives of Jesus;Faith and doubt;Life’s Path and Divine Guidance
pr619_95;0.0001748252;0.0543706294;0.0019230769;0.0753496503;0.0211538462;0.0001748252;0.07010489510000001;0.0001748252;0.0001748252;0.0001748252;0.0001748252;0.0351398601;0.0351398601;0.0351398601;0.0001748252;0.012412587400000001;0.07010489510000001;0.0001748252;0.0001748252;0.0526223776;0.18723776220000002;0.0001748252;0.0526223776;0.0019230769;0.0596153846;0.017657342700000002;0.0001748252;0.2152097902;0.0001748252;0.0001748252
pr1350_379;0.0389312977;0.0541984733;0.0007633588000000001;0.0007633588000000001;0.0007633588000000001;0.0007633588000000001;0.11526717560000001;0.0007633588000000001;0.0007633588000000001;0.0007633588000000001;0.0007633588000000001;0.0007633588000000001;0.0007633588000000001;0.0007633588000000001;0.1;0.0007633588000000001;0.0007633588000000001;0.0007633588000000001;0.0007633588000000001;0.0007633588000000001;0.0007633588000000001;0.0083969466;0.2603053435;0.18396946560000002;0.0923664122;0.0465648855;0.0007633588000000001;0.07709923660000001;0.0083969466;0.0007633588000000001
pr1419_393;0.0008849558;0.0539823009;0.1601769912;0.0362831858;0.0008849558;0.0008849558;0.089380531;0.0008849558;0.0008849558;0.0628318584;0.0097345133;0.0008849558;0.0008849558;0.0008849558;0.0539823009;0.0008849558;0.0008849558;0.0008849558;0.0628318584;0.0008849558;0.23982300880000001;0.0805309735;0.0628318584;0.0008849558;0.0008849558;0.0008849558;0.0008849558;0.0008849558;0.0716814159;0.0008849558
pr1615_379;0.0008771930000000001;0.0535087719;0.0008771930000000001;0.0359649123;0.0008771930000000001;0.0096491228;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.448245614;0.0008771930000000001;0.0008771930000000001;0.0359649123;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0096491228;0.2201754386;0.0008771930000000001;0.1412280702;0.0008771930000000001;0.0008771930000000001;0.0096491228;0.0184210526;0.0008771930000000001
pr603_86;0.0002525253;0.0532828283;0.007828282800000001;0.1315656566;0.0053030303;0.022979798000000003;0.0406565657;0.0002525253;0.0002525253;0.0002525253;0.0053030303;0.033080808100000005;0.0002525253;0.0027777778;0.0053030303;0.0002525253;0.0381313131;0.06590909090000001;0.0103535354;0.030555555600000003;0.3058080808;0.0002525253;0.015404040400000001;0.0002525253;0.1037878788;0.0002525253;0.0002525253;0.11893939390000001;0.0002525253;0.0002525253
pr731_91;0.0003095975;0.0529411765;0.0003095975;0.0003095975;0.0126934985;0.025077399400000002;0.0157894737;0.0126934985;0.0003095975;0.0003095975;0.0003095975;0.0157894737;0.0003095975;0.0003095975;0.0003095975;0.1551083591;0.2944272446;0.0003095975;0.1860681115;0.0003095975;0.07770897830000001;0.0312693498;0.006501548;0.0034055728;0.0003095975;0.0034055728;0.0003095975;0.086996904;0.0003095975;0.0157894737
pr760_91;0.0003496503;0.052797202800000005;0.0003496503;0.0842657343;0.0318181818;0.1646853147;0.0073426573;0.0493006993;0.0003496503;0.0003496503;0.0597902098;0.0003496503;0.0003496503;0.0003496503;0.0003496503;0.0493006993;0.1052447552;0.2241258741;0.0003496503;0.0143356643;0.0877622378;0.0073426573;0.0038461538;0.0003496503;0.0213286713;0.0003496503;0.0003496503;0.0003496503;0.0178321678;0.0143356643
pr75_19;0.0367834395;0.0527070064;0.0367834395;0.0017515924;0.049522293;0.0001592357;0.5192675159;0.003343949;0.014490445900000001;0.0001592357;0.003343949;0.0065286624;0.049522293;0.0367834395;0.0367834395;0.0304140127;0.0017515924;0.0001592357;0.0192675159;0.003343949;0.0049363057;0.0574840764;0.0001592357;0.0001592357;0.0001592357;0.0001592357;0.0001592357;0.0304140127;0.0001592357;0.003343949
pr182_24;0.0028795812;0.052617801000000006;0.0002617801;0.0002617801;0.0002617801;0.0002617801;0.0395287958;0.0316753927;0.013350785300000001;0.05;0.029057591600000002;0.0028795812;0.0054973822;0.0002617801;0.0002617801;0.0578534031;0.0002617801;0.0028795812;0.0002617801;0.0002617801;0.0866492147;0.0002617801;0.0002617801;0.0002617801;0.5630890052;0.0002617801;0.0421465969;0.0002617801;0.0002617801;0.015968586400000002
pr1256_380;0.0179487179;0.0521367521;0.0008547009;0.0008547009;0.0008547009;0.10341880340000001;0.1290598291;0.0008547009;0.0008547009;0.2572649573;0.11196581200000001;0.0094017094;0.10341880340000001;0.0008547009;0.0008547009;0.0008547009;0.0179487179;0.0008547009;0.0948717949;0.0008547009;0.0094017094;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0777777778
pr1028_211;0.000234192;0.051756440300000005;0.0049180328;0.000234192;0.000234192;0.0400468384;0.10562060890000001;0.000234192;0.1641686183;0.1360655738;0.011943793900000001;0.011943793900000001;0.011943793900000001;0.0540983607;0.000234192;0.000234192;0.000234192;0.000234192;0.0096018735;0.0681498829;0.011943793900000001;0.09859484780000001;0.0798594848;0.056440281;0.000234192;0.000234192;0.000234192;0.0072599532000000005;0.0025761124;0.0704918033
pr1631_379;0.0007246377;0.0514492754;0.0007246377;0.058695652200000004;0.0007246377;0.0152173913;0.058695652200000004;0.0079710145;0.0007246377;0.0079710145;0.0007246377;0.1239130435;0.0007246377;0.0007246377;0.1601449275;0.09492753620000001;0.0007246377;0.0369565217;0.0007246377;0.0007246377;0.0007246377;0.0079710145;0.2108695652;0.0224637681;0.0079710145;0.0007246377;0.0007246377;0.0007246377;0.0007246377;0.1239130435
pr69_19;0.0002227171;0.0514476615;0.0002227171;0.0002227171;0.0870824053;0.0002227171;0.22293986640000002;0.053674833000000005;0.0002227171;0.0002227171;0.0024498886;0.0002227171;0.0002227171;0.0425389755;0.16057906460000002;0.031403118;0.0069042316000000005;0.0002227171;0.0002227171;0.0002227171;0.0113585746;0.1383073497;0.07149220490000001;0.0002227171;0.0002227171;0.0002227171;0.055902004500000005;0.044766147000000006;0.0024498886;0.0135857461
pr936_268;0.0002666667;0.0509333333;0.0002666667;0.0002666667;0.0002666667;0.0536;0.1629333333;0.0002666667;0.0002666667;0.11760000000000001;0.2162666667;0.0509333333;0.17626666670000002;0.0002666667;0.0109333333;0.0002666667;0.0082666667;0.0162666667;0.0002666667;0.0322666667;0.0029333333000000003;0.0082666667;0.0162666667;0.0002666667;0.0002666667;0.0616;0.0002666667;0.0056;0.0056;0.0002666667
pr1210_381;0.0193116635;0.0499043977;0.0690248566;0.0116634799;0.0001912046;0.0709369025;0.0422562141;0.026959847000000002;0.0001912046;0.0116634799;0.0001912046;0.0001912046;0.0078393881;0.0288718929;0.0001912046;0.026959847000000002;0.0021032505000000003;0.0001912046;0.009751434;0.0671128107;0.0078393881;0.0326959847;0.11682600380000001;0.0001912046;0.0709369025;0.051816443600000005;0.0709369025;0.0288718929;0.026959847000000002;0.14741873800000002
pr1666_71;0.0002070393;0.049896480300000004;0.0002070393;0.0002070393;0.0002070393;0.0002070393;0.08716356110000001;0.0022774327;0.0602484472;0.16583850930000002;0.0105590062;0.014699793000000001;0.0685300207;0.0002070393;0.0002070393;0.0043478261;0.027122153200000002;0.0002070393;0.0002070393;0.0022774327;0.0002070393;0.0002070393;0.0022774327;0.0002070393;0.0002070393;0.0002070393;0.3583850932;0.08716356110000001;0.0002070393;0.0561076605
pr732_91;0.005785124;0.049862259000000006;0.0691460055;0.0002754821;0.0002754821;0.055371900800000005;0.1490358127;0.0002754821;0.014049586800000001;0.0030303030000000002;0.0002754821;0.0002754821;0.0112947658;0.0002754821;0.0002754821;0.0002754821;0.3060606061;0.0002754821;0.2096418733;0.0002754821;0.047107438;0.0030303030000000002;0.0360881543;0.0002754821;0.0002754821;0.0360881543;0.0002754821;0.0002754821;0.0002754821;0.0002754821
pr126_19;0.000170068;0.0494897959;0.11581632650000001;0.000170068;0.027380952400000002;0.000170068;0.3505102041;0.000170068;0.0018707483;0.0171768707;0.000170068;0.0222789116;0.000170068;0.000170068;0.000170068;0.032482993200000004;0.023979591800000002;0.000170068;0.0596938776;0.0205782313;0.000170068;0.1379251701;0.0613945578;0.0052721088000000004;0.000170068;0.000170068;0.000170068;0.0715986395;0.000170068;0.000170068
pr80_19;0.019804401000000003;0.0491442543;0.0051344743000000005;0.0491442543;0.0002444988;0.010024449900000001;0.3058679707;0.019804401000000003;0.0002444988;0.0246943765;0.0075794621;0.073594132;0.0002444988;0.0687041565;0.0002444988;0.0760391198;0.0002444988;0.0124694377;0.0002444988;0.0002444988;0.0515892421;0.0662591687;0.019804401000000003;0.0002444988;0.0002444988;0.1078239609;0.0026894866000000003;0.0246943765;0.0026894866000000003;0.0002444988
pr232_26;0.0026763990000000003;0.0489051095;0.000243309;0.09513382000000001;0.000243309;0.000243309;0.000243309;0.0051094891000000005;0.000243309;0.000243309;0.0051094891000000005;0.000243309;0.0075425791;0.0464720195;0.000243309;0.0878345499;0.027007299300000003;0.12919708030000002;0.000243309;0.0367396594;0.3773722628;0.000243309;0.000243309;0.0026763990000000003;0.000243309;0.0026763990000000003;0.0440389294;0.0026763990000000003;0.000243309;0.0756690998
pr893_238;0.00032258060000000003;0.048709677400000005;0.00032258060000000003;0.00032258060000000003;0.00032258060000000003;0.0906451613;0.074516129;0.00032258060000000003;0.2680645161;0.0067741935;0.00032258060000000003;0.0777419355;0.1132258065;0.00032258060000000003;0.0035483871;0.0035483871;0.00032258060000000003;0.00032258060000000003;0.00032258060000000003;0.00032258060000000003;0.00032258060000000003;0.0938709677;0.00032258060000000003;0.00032258060000000003;0.1132258065;0.00032258060000000003;0.00032258060000000003;0.00032258060000000003;0.00032258060000000003;0.1003225806
pr188_24;0.0140552995;0.0486175115;0.00023041470000000002;0.057834101400000004;0.00023041470000000002;0.00023041470000000002;0.0209677419;0.00023041470000000002;0.0394009217;0.00023041470000000002;0.00023041470000000002;0.00023041470000000002;0.00023041470000000002;0.26290322580000003;0.00023041470000000002;0.0347926267;0.0947004608;0.023271889400000002;0.00023041470000000002;0.0094470046;0.1246543779;0.00023041470000000002;0.00023041470000000002;0.0048387097;0.2605990783;0.00023041470000000002;0.00023041470000000002;0.00023041470000000002;0.00023041470000000002;0.00023041470000000002
pr980_77;0.2698156682;0.0486175115;0.016359447000000003;0.00023041470000000002;0.00023041470000000002;0.0877880184;0.1269585253;0.0278801843;0.00023041470000000002;0.1937788018;0.0025345622000000003;0.0601382488;0.0324884793;0.00023041470000000002;0.00023041470000000002;0.00023041470000000002;0.00023041470000000002;0.00023041470000000002;0.0094470046;0.023271889400000002;0.00023041470000000002;0.0255760369;0.0025345622000000003;0.023271889400000002;0.00023041470000000002;0.00023041470000000002;0.00023041470000000002;0.00023041470000000002;0.046313364100000004;0.00023041470000000002
pr838_71;0.0002793296;0.0477653631;0.0002793296;0.0002793296;0.0002793296;0.0002793296;0.21256983240000002;0.0002793296;0.0170391061;0.0840782123;0.025418994400000002;0.0002793296;0.1287709497;0.0002793296;0.0002793296;0.0170391061;0.0002793296;0.0002793296;0.0002793296;0.0002793296;0.0282122905;0.3187150838;0.0477653631;0.0002793296;0.0002793296;0.0002793296;0.0058659218;0.0617318436;0.0002793296;0.0002793296
pr76_19;0.0002257336;0.0476297968;0.0476297968;0.0002257336;0.0972911964;0.0386004515;0.2914221219;0.0047404063000000005;0.0002257336;0.0995485327;0.0002257336;0.0002257336;0.056659142200000005;0.00248307;0.0069977427;0.0002257336;0.009255079000000001;0.0002257336;0.009255079000000001;0.0069977427;0.0340857788;0.1469525959;0.0476297968;0.0115124153;0.0002257336;0.0115124153;0.0002257336;0.022799097100000002;0.0002257336;0.0047404063000000005
pr203_25;0.00021551720000000002;0.047629310300000005;0.0023706897000000003;0.0217672414;0.00021551720000000002;0.1165948276;0.1101293103;0.0691810345;0.0088362069;0.058405172400000004;0.00021551720000000002;0.00021551720000000002;0.0734913793;0.0648706897;0.0131465517;0.09504310340000001;0.0131465517;0.00021551720000000002;0.00021551720000000002;0.00021551720000000002;0.00021551720000000002;0.0066810345;0.0497844828;0.00021551720000000002;0.00021551720000000002;0.0023706897000000003;0.0088362069;0.0153017241;0.0670258621;0.15323275860000002
pr103_19;0.0224444444;0.0468888889;0.0135555556;0.00022222220000000002;0.1624444444;0.00022222220000000002;0.2935555556;0.00022222220000000002;0.00022222220000000002;0.00022222220000000002;0.009111111100000001;0.0335555556;0.00022222220000000002;0.0357777778;0.00022222220000000002;0.0157777778;0.10466666670000001;0.00022222220000000002;0.0446666667;0.0291111111;0.00022222220000000002;0.0357777778;0.00022222220000000002;0.018000000000000002;0.018000000000000002;0.038;0.0113333333;0.0646666667;0.00022222220000000002;0.00022222220000000002
pr932_265;0.050177935900000005;0.0466192171;0.124911032;0.0003558719;0.0003558719;0.0857651246;0.0715302491;0.0359430605;0.1498220641;0.1071174377;0.0003558719;0.0003558719;0.1427046263;0.0003558719;0.0003558719;0.0039145907;0.0003558719;0.0003558719;0.0003558719;0.0074733096;0.0039145907;0.0893238434;0.0039145907;0.0003558719;0.0466192171;0.0003558719;0.0003558719;0.0003558719;0.018149466200000002;0.0074733096
pr896_141;0.0233933162;0.046529563;0.018251928;0.0208226221;0.0002570694;0.0053984576;0.1416452442;0.0028277635000000002;0.0002570694;0.0619537275;0.0002570694;0.0002570694;0.0593830334;0.0002570694;0.010539845800000001;0.0002570694;0.036246786600000004;0.0002570694;0.0079691517;0.2110539846;0.018251928;0.25732647810000003;0.0002570694;0.0028277635000000002;0.0002570694;0.0002570694;0.0002570694;0.0156812339;0.046529563;0.010539845800000001
pr266_39;0.0001117318;0.0459217877;0.0001117318;0.0001117318;0.0001117318;0.0894972067;0.0716201117;0.0001117318;0.0369832402;0.1196648045;0.0001117318;0.0604469274;0.128603352;0.0135195531;0.0001117318;0.0001117318;0.0001117318;0.0246927374;0.0001117318;0.043687150800000005;0.0001117318;0.0012290503;0.0012290503;0.0112849162;0.0358659218;0.0012290503;0.1464804469;0.0112849162;0.1084916201;0.0470391061
pr157_24;0.00028328610000000003;0.0456090652;0.00028328610000000003;0.00028328610000000003;0.0031161473;0.00028328610000000003;0.0116147309;0.00028328610000000003;0.00028328610000000003;0.0144475921;0.00028328610000000003;0.00028328610000000003;0.00028328610000000003;0.00028328610000000003;0.020113314400000002;0.0682719547;0.00028328610000000003;0.0087818697;0.00028328610000000003;0.0852691218;0.0852691218;0.00028328610000000003;0.0172804533;0.0087818697;0.4025495751;0.00028328610000000003;0.0371104816;0.16742209630000002;0.00028328610000000003;0.020113314400000002
pr979_141;0.0002257336;0.0453724605;0.0002257336;0.0002257336;0.016027088000000002;0.016027088000000002;0.14243792330000002;0.0431151242;0.0408577878;0.1379232506;0.0002257336;0.239503386;0.0002257336;0.0408577878;0.0069977427;0.0002257336;0.0002257336;0.018284424400000002;0.022799097100000002;0.0002257336;0.0069977427;0.0002257336;0.088261851;0.0002257336;0.0002257336;0.0069977427;0.0002257336;0.0047404063000000005;0.0386004515;0.081489842
pr1647_379;0.0004926108;0.0448275862;0.0004926108;0.0004926108;0.0004926108;0.0497536946;0.1088669951;0.0004926108;0.0004926108;0.0004926108;0.0694581281;0.0004926108;0.0004926108;0.0004926108;0.0004926108;0.0004926108;0.0004926108;0.0054187192;0.1975369458;0.0004926108;0.08916256160000001;0.0004926108;0.3108374384;0.0004926108;0.0004926108;0.0004926108;0.0054187192;0.0004926108;0.0004926108;0.1088669951
pr914_252;0.0040740741;0.0448148148;0.0374074074;0.0225925926;0.0003703704;0.1633333333;0.1077777778;0.0262962963;0.0003703704;0.0040740741;0.0633333333;0.0040740741;0.1448148148;0.0003703704;0.0003703704;0.07814814810000001;0.0707407407;0.0003703704;0.06703703700000001;0.0003703704;0.0448148148;0.0040740741;0.0003703704;0.03;0.0003703704;0.0003703704;0.0003703704;0.0003703704;0.0003703704;0.07814814810000001
pr109_19;0.0002617801;0.0447643979;0.0657068063;0.0002617801;0.0238219895;0.0002617801;0.30130890050000003;0.0002617801;0.0002617801;0.013350785300000001;0.0002617801;0.013350785300000001;0.0002617801;0.0238219895;0.0002617801;0.0081151832;0.0002617801;0.0002617801;0.0761780105;0.0002617801;0.0002617801;0.2620418848;0.0866492147;0.0002617801;0.0054973822;0.0002617801;0.0002617801;0.0002617801;0.0002617801;0.0709424084
pr851_167;0.0006289308;0.0446540881;0.0006289308;0.0006289308;0.0006289308;0.0006289308;0.10754716980000001;0.0006289308;0.0194968553;0.0006289308;0.0006289308;0.0006289308;0.0006289308;0.0572327044;0.0006289308;0.0006289308;0.0006289308;0.0006289308;0.0006289308;0.0006289308;0.0006289308;0.1389937107;0.0006289308;0.0194968553;0.0006289308;0.0006289308;0.0069182390000000005;0.43459119500000004;0.0006289308;0.15786163520000002
pr898_242;0.0002610966;0.044647519600000005;0.0002610966;0.0002610966;0.0002610966;0.0002610966;0.015926893;0.0838120104;0.0002610966;0.1308093995;0.065535248;0.4023498695;0.0054830287;0.0054830287;0.0002610966;0.060313315900000004;0.0028720627;0.0002610966;0.0028720627;0.0002610966;0.0002610966;0.0002610966;0.049869451700000005;0.0237597911;0.047258485600000004;0.0002610966;0.0028720627;0.0002610966;0.0237597911;0.0289817232
pr883_231;0.057278481000000006;0.0446202532;0.0098101266;0.06360759490000001;0.038291139200000004;0.0414556962;0.21867088610000002;0.0477848101;0.09525316460000001;0.1237341772;0.0003164557;0.0003164557;0.0984177215;0.0066455696;0.0003164557;0.0003164557;0.0287974684;0.0003164557;0.0003164557;0.0003164557;0.0256329114;0.0129746835;0.0129746835;0.0066455696;0.0034810127;0.0003164557;0.057278481000000006;0.0003164557;0.0003164557;0.0034810127
pr153_23;0.000625;0.044375;0.000625;0.000625;0.000625;0.000625;0.075625;0.10062499999999999;0.000625;0.056874999999999995;0.000625;0.000625;0.106875;0.000625;0.000625;0.038125;0.06937499999999999;0.06937499999999999;0.000625;0.019375;0.006875;0.000625;0.088125;0.25687499999999996;0.000625;0.000625;0.025625;0.000625;0.000625;0.031875
pr982_290;0.0048611111;0.044212963;0.028009259300000002;0.0511574074;0.0025462963;0.0349537037;0.0997685185;0.0002314815;0.0002314815;0.11365740740000001;0.1460648148;0.0002314815;0.1090277778;0.0002314815;0.018750000000000003;0.0002314815;0.0002314815;0.0002314815;0.018750000000000003;0.0025462963;0.0002314815;0.0905092593;0.0766203704;0.0071759259;0.0326388889;0.0002314815;0.0164351852;0.0534722222;0.0002314815;0.0465277778
pr53_17;0.0111517367;0.0440585009;0.00018281540000000002;0.00018281540000000002;0.0038391225;0.3603290676;0.1354661792;0.00018281540000000002;0.0038391225;0.00018281540000000002;0.00018281540000000002;0.0404021938;0.0166361974;0.047714808000000004;0.00018281540000000002;0.0129798903;0.00018281540000000002;0.00018281540000000002;0.00018281540000000002;0.00018281540000000002;0.00018281540000000002;0.0038391225;0.00018281540000000002;0.0038391225;0.00018281540000000002;0.00018281540000000002;0.00018281540000000002;0.00018281540000000002;0.029433272400000002;0.2835466179
pr159_24;0.00022935780000000002;0.0438073394;0.0185779817;0.0300458716;0.00022935780000000002;0.0048165138;0.0438073394;0.0369266055;0.0254587156;0.00022935780000000002;0.0048165138;0.00022935780000000002;0.00022935780000000002;0.046100917400000004;0.0300458716;0.0873853211;0.00022935780000000002;0.0231651376;0.00022935780000000002;0.0048165138;0.2685779817;0.00022935780000000002;0.00022935780000000002;0.00022935780000000002;0.3213302752;0.00022935780000000002;0.00022935780000000002;0.00022935780000000002;0.00022935780000000002;0.0071100917000000005
pr1025_167;0.00021739130000000001;0.043695652200000004;0.00021739130000000001;0.00021739130000000001;0.2567391304;0.00021739130000000001;0.1436956522;0.0067391304;0.0306521739;0.1110869565;0.0197826087;0.00021739130000000001;0.045869565200000004;0.00021739130000000001;0.085;0.00021739130000000001;0.00021739130000000001;0.00021739130000000001;0.00021739130000000001;0.00021739130000000001;0.00021739130000000001;0.00021739130000000001;0.037173913;0.0132608696;0.0154347826;0.00021739130000000001;0.00021739130000000001;0.0915217391;0.00021739130000000001;0.0958695652
pr144_22;0.0002873563;0.0433908046;0.0002873563;0.0031609195;0.0002873563;0.011781609200000001;0.1123563218;0.0002873563;0.0002873563;0.060632183900000004;0.0548850575;0.0002873563;0.008908046000000001;0.0002873563;0.0261494253;0.0002873563;0.0002873563;0.0376436782;0.1037356322;0.0002873563;0.0692528736;0.19856321840000002;0.07787356320000001;0.0060344828;0.09511494250000001;0.0002873563;0.0002873563;0.0721264368;0.0002873563;0.014655172400000001
pr906_167;0.0059829060000000005;0.043019943000000005;0.00028490030000000003;0.0658119658;0.0715099715;0.00028490030000000003;0.1683760684;0.00028490030000000003;0.0487179487;0.1199430199;0.14558404560000002;0.00028490030000000003;0.00028490030000000003;0.014529914500000001;0.00028490030000000003;0.0601139601;0.0031339031;0.014529914500000001;0.00028490030000000003;0.00028490030000000003;0.00028490030000000003;0.0316239316;0.00028490030000000003;0.0173789174;0.0515669516;0.00028490030000000003;0.0601139601;0.06296296300000001;0.00028490030000000003;0.011680911700000001
pr282_38;0.0001709402;0.0429059829;0.0001709402;0.0155555556;0.0582905983;0.0001709402;0.0907692308;0.018974359;0.0001709402;0.0788034188;0.0258119658;0.0001709402;0.0001709402;0.0001709402;0.0326495726;0.0035897436;0.0035897436;0.0001709402;0.0685470085;0.0155555556;0.0343589744;0.0429059829;0.1095726496;0.0087179487;0.0001709402;0.0001709402;0.018974359;0.0223931624;0.1386324786;0.16769230770000002
pr1358_379;0.0006896552;0.0420689655;0.0006896552;0.2282758621;0.0006896552;0.0006896552;0.0006896552;0.0006896552;0.0765517241;0.0351724138;0.0006896552;0.0972413793;0.0006896552;0.0006896552;0.0006896552;0.0006896552;0.0213793103;0.0006896552;0.0213793103;0.0006896552;0.1455172414;0.014482758600000001;0.1868965517;0.007586206900000001;0.0213793103;0.007586206900000001;0.0006896552;0.0696551724;0.0006896552;0.014482758600000001
pr1677_417;0.00041322310000000003;0.0417355372;0.0541322314;0.00041322310000000003;0.00041322310000000003;0.24421487600000003;0.13677685950000001;0.00041322310000000003;0.1739669421;0.14917355370000002;0.00041322310000000003;0.00041322310000000003;0.08719008260000001;0.00041322310000000003;0.00041322310000000003;0.00041322310000000003;0.0665289256;0.00041322310000000003;0.004545454500000001;0.00041322310000000003;0.004545454500000001;0.00041322310000000003;0.00041322310000000003;0.0210743802;0.00041322310000000003;0.00041322310000000003;0.004545454500000001;0.004545454500000001;0.00041322310000000003;0.00041322310000000003
pr919_119;0.0152985075;0.0414179104;0.0003731343;0.0003731343;0.0078358209;0.1123134328;0.1048507463;0.0041044776;0.0041044776;0.0003731343;0.075;0.0003731343;0.0414179104;0.0003731343;0.0003731343;0.0003731343;0.0003731343;0.0003731343;0.0264925373;0.0451492537;0.0003731343;0.127238806;0.0526119403;0.0003731343;0.0451492537;0.0712686567;0.0339552239;0.0003731343;0.0115671642;0.1757462687
pr991_273;0.00029239770000000003;0.0412280702;0.035380117;0.0061403509;0.00029239770000000003;0.1084795322;0.117251462;0.044152046800000004;0.00029239770000000003;0.05;0.1932748538;0.0032163743000000002;0.0850877193;0.00029239770000000003;0.00029239770000000003;0.00029239770000000003;0.00029239770000000003;0.0032163743000000002;0.00029239770000000003;0.00029239770000000003;0.0032163743000000002;0.00029239770000000003;0.1377192982;0.00029239770000000003;0.00029239770000000003;0.0207602339;0.00029239770000000003;0.0880116959;0.00029239770000000003;0.058771929800000004
pr198_24;0.00021551720000000002;0.0411637931;0.00021551720000000002;0.0109913793;0.0023706897000000003;0.00021551720000000002;0.0239224138;0.00021551720000000002;0.00021551720000000002;0.026077586200000002;0.026077586200000002;0.0153017241;0.00021551720000000002;0.00021551720000000002;0.0713362069;0.00021551720000000002;0.00021551720000000002;0.00021551720000000002;0.3299568966;0.00021551720000000002;0.0605603448;0.00021551720000000002;0.00021551720000000002;0.00021551720000000002;0.2890086207;0.0713362069;0.0023706897000000003;0.00021551720000000002;0.026077586200000002;0.00021551720000000002
pr1678_418;0.1003703704;0.0411111111;0.0003703704;0.0040740741;0.0003703704;0.1448148148;0.1707407407;0.0225925926;0.0225925926;0.0040740741;0.0003703704;0.0225925926;0.0559259259;0.09296296300000001;0.0003703704;0.059629629600000005;0.0003703704;0.0003703704;0.0003703704;0.0003703704;0.0225925926;0.0077777778;0.0262962963;0.0077777778;0.0003703704;0.08185185190000001;0.0003703704;0.015185185200000001;0.0003703704;0.09296296300000001
pr1318_379;0.0007936508000000001;0.0404761905;0.0007936508000000001;0.0007936508000000001;0.0007936508000000001;0.11190476190000001;0.11190476190000001;0.0246031746;0.0166666667;0.0007936508000000001;0.0007936508000000001;0.0484126984;0.0007936508000000001;0.1357142857;0.0246031746;0.0087301587;0.0007936508000000001;0.0007936508000000001;0.0007936508000000001;0.0166666667;0.0404761905;0.0404761905;0.230952381;0.0007936508000000001;0.0087301587;0.0007936508000000001;0.0325396825;0.0007936508000000001;0.0007936508000000001;0.096031746
pr826_113;0.10581818180000001;0.0403636364;0.0003636364;0.0003636364;0.0003636364;0.004;0.0985454545;0.0076363636;0.0076363636;0.08036363640000001;0.0585454545;0.0112727273;0.0367272727;0.044;0.0003636364;0.0512727273;0.044;0.044;0.0003636364;0.0003636364;0.0621818182;0.0185454545;0.0003636364;0.11672727270000001;0.0149090909;0.0003636364;0.0003636364;0.0003636364;0.029454545500000002;0.1203636364
pr1235_379;0.0322834646;0.0401574803;0.0007874016000000001;0.0007874016000000001;0.0795275591;0.0007874016000000001;0.1267716535;0.0165354331;0.0007874016000000001;0.0480314961;0.0007874016000000001;0.0086614173;0.0007874016000000001;0.0007874016000000001;0.0007874016000000001;0.0007874016000000001;0.0007874016000000001;0.0007874016000000001;0.0007874016000000001;0.0086614173;0.0007874016000000001;0.1661417323;0.37086614170000004;0.0007874016000000001;0.0007874016000000001;0.0007874016000000001;0.0007874016000000001;0.0559055118;0.0322834646;0.0007874016000000001
pr1626_379;0.0007874016000000001;0.0401574803;0.0244094488;0.1346456693;0.0007874016000000001;0.0244094488;0.0007874016000000001;0.0007874016000000001;0.0007874016000000001;0.0401574803;0.0007874016000000001;0.0007874016000000001;0.0007874016000000001;0.0007874016000000001;0.0007874016000000001;0.0007874016000000001;0.0007874016000000001;0.0007874016000000001;0.1346456693;0.0007874016000000001;0.111023622;0.0007874016000000001;0.2133858268;0.0007874016000000001;0.0007874016000000001;0.1897637795;0.0559055118;0.0007874016000000001;0.0165354331;0.0007874016000000001
pr150_22;0.00032894740000000003;0.0398026316;0.0036184211;0.00032894740000000003;0.00032894740000000003;0.00032894740000000003;0.1023026316;0.00032894740000000003;0.0924342105;0.19769736840000002;0.00032894740000000003;0.1516447368;0.029934210500000002;0.1549342105;0.00032894740000000003;0.00032894740000000003;0.00032894740000000003;0.00032894740000000003;0.00032894740000000003;0.00032894740000000003;0.0167763158;0.00032894740000000003;0.0398026316;0.00032894740000000003;0.0858552632;0.00032894740000000003;0.0398026316;0.00032894740000000003;0.0036184211;0.0365131579
